Bike_Type,Age,Gender,Occupation,Distance_Travelled(km),Weather,Day_of_Week,Time_of_Day,Temperature(C),Humidity(%),Is_Holiday,Is_Weekend,Purpose_of_Ride,Satisfaction_Level(of 5),Helmet_Used,Traffic_Intensity(of 10),Road_Condition,User_Experience
bmx,30,Female,Retired,4.4,sunny,Friday,morning,31.4,44,FALSE,FALSE,Exercise,2,FALSE,4,Fair,Positive
normal,66,Other,Retired,2.27,sunny,Tuesday,evening,29.8,41,FALSE,FALSE,Exercise,4,FALSE,5,Good,Positive
normal,32,Female,Student,2.93,sunny,Thursday,evening,19.2,69,FALSE,TRUE,Leisure,1,TRUE,9,Fair,Negative
hill,43,Female,Unemployed,3.97,cloudy,Friday,morning,30.2,59,FALSE,TRUE,Leisure,2,FALSE,10,Good,Positive
hill,23,Female,Retired,1.48,cloudy,Tuesday,morning,12,33,TRUE,FALSE,Commute,5,FALSE,10,Fair,Neutral
normal,69,Female,Unemployed,1.64,cloudy,Wednesday,afternoon,32.5,38,FALSE,FALSE,Leisure,4,TRUE,6,Fair,Positive
hill,61,Other,Student,4.79,sunny,Thursday,night,24.2,83,FALSE,FALSE,Errands,3,TRUE,10,Fair,Negative
bmx,43,Male,Retired,2.83,cloudy,Saturday,evening,21.3,45,TRUE,FALSE,Errands,3,FALSE,2,Good,Positive
bmx,36,Other,Retired,0.08,rainy,Tuesday,morning,26.6,59,TRUE,TRUE,Exercise,2,TRUE,9,Poor,Neutral
bmx,36,Female,Unemployed,2.16,sunny,Sunday,evening,24.5,40,FALSE,FALSE,Leisure,1,FALSE,3,Good,Neutral
bmx,53,Other,Student,2.3,cloudy,Tuesday,morning,21,45,TRUE,TRUE,Commute,1,FALSE,5,Poor,Neutral
normal,27,Male,Professional,4.47,sunny,Saturday,evening,17.5,49,TRUE,FALSE,Leisure,3,FALSE,2,Fair,Neutral
hill,68,Other,Unemployed,2.33,rainy,Wednesday,morning,21.5,82,FALSE,FALSE,Errands,2,FALSE,2,Fair,Positive
hill,45,Male,Retired,2.05,rainy,Tuesday,morning,14.7,41,TRUE,FALSE,Exercise,2,TRUE,3,Fair,Neutral
normal,35,Female,Student,1.77,rainy,Sunday,night,13.1,80,TRUE,FALSE,Leisure,2,FALSE,5,Good,Negative
normal,61,Female,Retired,1.16,sunny,Monday,morning,17.3,58,FALSE,FALSE,Leisure,5,TRUE,8,Poor,Positive
hill,48,Male,Unemployed,1.39,rainy,Tuesday,night,12.6,54,TRUE,FALSE,Errands,2,FALSE,9,Good,Positive
hill,65,Other,Unemployed,1.42,cloudy,Thursday,evening,20.4,66,FALSE,FALSE,Commute,2,FALSE,5,Good,Negative
bmx,33,Other,Unemployed,3.22,rainy,Friday,morning,34.4,86,TRUE,TRUE,Commute,1,FALSE,2,Fair,Negative
normal,48,Other,Retired,4.56,sunny,Friday,night,21.6,31,FALSE,TRUE,Errands,3,FALSE,1,Poor,Neutral
normal,47,Female,Retired,1.1,sunny,Saturday,evening,34.4,40,FALSE,TRUE,Exercise,2,FALSE,9,Good,Neutral
hill,36,Female,Retired,2.99,cloudy,Monday,night,17.2,81,TRUE,TRUE,Exercise,3,TRUE,10,Poor,Positive
hill,36,Female,Student,3.03,sunny,Friday,morning,19.5,42,FALSE,FALSE,Leisure,3,FALSE,4,Fair,Negative
hill,20,Male,Professional,0.39,cloudy,Sunday,night,12.2,83,TRUE,FALSE,Leisure,2,FALSE,8,Fair,Positive
hill,61,Other,Student,0.47,cloudy,Monday,morning,28.3,74,FALSE,TRUE,Commute,1,TRUE,8,Good,Positive
hill,31,Female,Professional,2.95,rainy,Saturday,evening,25.6,75,TRUE,TRUE,Errands,2,FALSE,4,Poor,Negative
normal,58,Male,Unemployed,1.03,rainy,Friday,afternoon,18.3,47,TRUE,FALSE,Errands,1,FALSE,4,Poor,Negative
hill,67,Female,Student,0.58,rainy,Tuesday,morning,17.1,72,FALSE,TRUE,Exercise,3,TRUE,10,Good,Neutral
bmx,19,Female,Retired,1.19,cloudy,Saturday,afternoon,14.4,53,TRUE,FALSE,Commute,5,FALSE,8,Good,Neutral
bmx,49,Other,Professional,4.27,cloudy,Saturday,afternoon,15.6,79,FALSE,FALSE,Exercise,3,TRUE,4,Poor,Neutral
hill,54,Male,Retired,0.31,cloudy,Saturday,afternoon,19.9,67,TRUE,TRUE,Errands,5,TRUE,2,Good,Neutral
hill,42,Other,Professional,2.03,cloudy,Sunday,morning,11.3,62,TRUE,TRUE,Exercise,2,TRUE,6,Fair,Neutral
bmx,51,Other,Retired,2.11,cloudy,Tuesday,morning,13.5,34,TRUE,TRUE,Exercise,5,FALSE,9,Fair,Neutral
bmx,64,Other,Unemployed,0.71,sunny,Wednesday,evening,22.4,42,FALSE,FALSE,Commute,2,FALSE,6,Fair,Neutral
normal,65,Other,Unemployed,2.33,sunny,Thursday,night,22.6,35,FALSE,TRUE,Leisure,5,FALSE,1,Good,Positive
bmx,61,Male,Unemployed,0.78,rainy,Monday,afternoon,15.2,42,TRUE,FALSE,Errands,4,FALSE,7,Poor,Positive
bmx,67,Male,Unemployed,4.54,sunny,Thursday,evening,19,74,TRUE,FALSE,Leisure,5,TRUE,9,Poor,Positive
hill,32,Female,Student,2.72,sunny,Sunday,night,13.4,72,FALSE,FALSE,Exercise,2,TRUE,8,Fair,Positive
bmx,32,Male,Professional,2.33,rainy,Saturday,night,11.5,50,FALSE,TRUE,Errands,4,FALSE,8,Poor,Negative
normal,67,Other,Retired,3.01,rainy,Friday,evening,13.5,35,TRUE,TRUE,Leisure,2,FALSE,2,Poor,Neutral
normal,56,Other,Student,3.3,cloudy,Wednesday,night,34.7,41,FALSE,TRUE,Exercise,5,FALSE,10,Good,Positive
hill,31,Female,Professional,1.24,cloudy,Friday,afternoon,22.1,74,FALSE,TRUE,Errands,2,FALSE,9,Poor,Neutral
hill,24,Male,Retired,3.14,sunny,Monday,night,28,51,TRUE,FALSE,Leisure,4,FALSE,9,Fair,Negative
hill,40,Other,Student,2.27,sunny,Sunday,evening,14.6,63,FALSE,TRUE,Commute,5,TRUE,10,Good,Positive
bmx,53,Female,Unemployed,3.7,cloudy,Monday,night,13.9,51,TRUE,FALSE,Exercise,5,FALSE,6,Poor,Positive
normal,69,Male,Retired,1.68,sunny,Sunday,night,32,43,FALSE,FALSE,Leisure,5,TRUE,10,Poor,Neutral
normal,43,Male,Retired,1.16,sunny,Sunday,night,14.1,56,FALSE,FALSE,Leisure,3,TRUE,6,Fair,Positive
hill,25,Other,Student,4.84,sunny,Sunday,afternoon,19.7,74,FALSE,FALSE,Commute,1,TRUE,7,Good,Neutral
bmx,26,Male,Student,4.89,cloudy,Sunday,night,27.4,39,TRUE,TRUE,Exercise,5,FALSE,5,Fair,Negative
hill,45,Other,Student,1.51,sunny,Tuesday,night,30,51,TRUE,FALSE,Commute,5,FALSE,10,Poor,Neutral
hill,27,Female,Retired,2.6,rainy,Friday,evening,30.9,77,TRUE,TRUE,Leisure,3,FALSE,9,Fair,Neutral
normal,28,Other,Unemployed,2.24,rainy,Thursday,night,10.5,69,FALSE,TRUE,Commute,1,FALSE,5,Fair,Negative
bmx,35,Female,Retired,3.46,rainy,Thursday,night,13.5,52,FALSE,TRUE,Leisure,4,FALSE,6,Fair,Negative
normal,55,Other,Retired,4.8,sunny,Saturday,morning,25,41,FALSE,FALSE,Exercise,3,TRUE,5,Good,Neutral
hill,37,Male,Retired,1.83,rainy,Tuesday,night,30.7,72,TRUE,TRUE,Leisure,4,FALSE,3,Poor,Positive
bmx,19,Male,Unemployed,1.63,rainy,Tuesday,afternoon,29.7,53,TRUE,TRUE,Errands,3,TRUE,9,Fair,Positive
bmx,43,Other,Professional,1.95,sunny,Saturday,morning,30.5,67,FALSE,FALSE,Leisure,2,TRUE,7,Poor,Neutral
hill,59,Male,Retired,2.82,cloudy,Friday,morning,10.9,68,FALSE,FALSE,Errands,1,FALSE,7,Fair,Neutral
bmx,66,Other,Unemployed,1.8,rainy,Monday,night,24.6,74,FALSE,TRUE,Exercise,4,FALSE,10,Fair,Neutral
normal,24,Female,Student,1.83,sunny,Tuesday,evening,31.4,71,FALSE,FALSE,Errands,4,TRUE,4,Poor,Negative
bmx,31,Male,Professional,4.44,sunny,Saturday,evening,13.6,74,TRUE,TRUE,Commute,4,TRUE,7,Poor,Positive
bmx,20,Male,Student,1.67,cloudy,Wednesday,evening,32.6,57,FALSE,FALSE,Exercise,4,FALSE,4,Fair,Positive
bmx,47,Male,Professional,1.73,sunny,Wednesday,evening,24.9,70,TRUE,FALSE,Exercise,4,TRUE,9,Fair,Neutral
normal,67,Female,Unemployed,1.4,rainy,Monday,afternoon,25.9,67,TRUE,FALSE,Leisure,1,FALSE,6,Good,Positive
hill,43,Female,Student,4.7,rainy,Monday,morning,28.6,76,FALSE,FALSE,Errands,5,TRUE,8,Fair,Positive
bmx,58,Other,Unemployed,3.07,sunny,Monday,night,31.9,36,TRUE,TRUE,Errands,3,FALSE,10,Good,Negative
bmx,42,Female,Professional,2.51,rainy,Tuesday,morning,26.4,43,FALSE,TRUE,Commute,2,TRUE,6,Poor,Negative
bmx,64,Other,Unemployed,4.34,sunny,Monday,afternoon,28.2,31,FALSE,FALSE,Commute,3,FALSE,2,Poor,Positive
bmx,42,Male,Student,4.88,cloudy,Tuesday,night,13,72,FALSE,FALSE,Leisure,1,FALSE,2,Good,Negative
bmx,64,Male,Retired,0.52,rainy,Wednesday,morning,22.1,36,FALSE,FALSE,Leisure,3,FALSE,4,Poor,Positive
bmx,20,Other,Student,2.35,cloudy,Sunday,night,22.5,86,TRUE,FALSE,Exercise,5,FALSE,9,Fair,Positive
bmx,22,Other,Student,1.59,rainy,Monday,morning,24.7,79,FALSE,FALSE,Errands,5,TRUE,7,Poor,Positive
hill,32,Female,Unemployed,2.1,sunny,Monday,morning,13.2,57,FALSE,FALSE,Leisure,3,TRUE,4,Poor,Positive
normal,22,Female,Professional,4.14,sunny,Monday,night,16.5,65,FALSE,FALSE,Leisure,5,FALSE,3,Poor,Negative
hill,33,Other,Student,0.18,rainy,Sunday,morning,34.6,78,FALSE,FALSE,Errands,4,TRUE,2,Poor,Negative
hill,65,Other,Retired,3.16,sunny,Saturday,morning,16.8,68,TRUE,FALSE,Errands,4,TRUE,5,Good,Positive
hill,24,Other,Student,2.3,rainy,Sunday,afternoon,11.6,78,FALSE,FALSE,Commute,3,FALSE,4,Fair,Negative
normal,25,Other,Retired,0.28,sunny,Monday,morning,21.4,85,FALSE,FALSE,Commute,4,TRUE,1,Fair,Neutral
hill,42,Female,Unemployed,1,rainy,Friday,afternoon,23.2,90,FALSE,FALSE,Leisure,5,TRUE,2,Poor,Negative
hill,38,Male,Professional,2.09,cloudy,Tuesday,night,18.2,59,TRUE,TRUE,Commute,2,FALSE,6,Good,Neutral
bmx,62,Male,Professional,1.06,rainy,Saturday,afternoon,29.4,52,TRUE,FALSE,Leisure,4,FALSE,5,Poor,Positive
hill,56,Male,Professional,2.44,rainy,Thursday,evening,23.6,50,FALSE,TRUE,Commute,2,TRUE,4,Poor,Neutral
normal,70,Male,Retired,4.41,cloudy,Monday,morning,23.8,57,FALSE,TRUE,Errands,2,TRUE,7,Poor,Neutral
hill,33,Male,Student,2.55,cloudy,Saturday,night,17.3,84,TRUE,FALSE,Commute,1,TRUE,3,Poor,Negative
hill,45,Other,Student,2.65,rainy,Monday,night,32.6,89,TRUE,FALSE,Errands,5,FALSE,3,Fair,Negative
hill,18,Female,Retired,3.4,sunny,Friday,evening,13.7,35,TRUE,FALSE,Exercise,2,FALSE,2,Good,Neutral
normal,59,Male,Retired,3.21,sunny,Tuesday,evening,31.3,80,FALSE,TRUE,Exercise,4,FALSE,10,Fair,Negative
normal,31,Male,Student,1.01,cloudy,Sunday,afternoon,25.2,59,TRUE,TRUE,Errands,4,FALSE,1,Fair,Negative
bmx,65,Female,Unemployed,3.79,cloudy,Thursday,morning,23,89,TRUE,FALSE,Commute,2,TRUE,9,Fair,Negative
bmx,32,Other,Student,4.91,rainy,Thursday,night,16,56,FALSE,FALSE,Errands,1,TRUE,4,Good,Neutral
bmx,18,Female,Unemployed,3.59,cloudy,Monday,afternoon,14.1,37,TRUE,FALSE,Errands,4,FALSE,6,Poor,Positive
hill,27,Male,Unemployed,2.59,rainy,Wednesday,evening,26,58,TRUE,TRUE,Leisure,3,TRUE,9,Good,Negative
hill,28,Other,Student,4.8,sunny,Friday,morning,24.5,88,FALSE,FALSE,Commute,3,FALSE,8,Poor,Neutral
hill,61,Female,Retired,4.33,rainy,Tuesday,afternoon,19.4,88,FALSE,TRUE,Exercise,5,FALSE,7,Poor,Neutral
normal,27,Male,Retired,4.37,sunny,Wednesday,morning,34.6,38,FALSE,FALSE,Commute,3,TRUE,1,Poor,Neutral
hill,38,Female,Student,2.9,sunny,Friday,night,21.1,32,FALSE,TRUE,Commute,1,FALSE,4,Poor,Negative
bmx,65,Male,Retired,3.11,rainy,Tuesday,afternoon,21.4,32,FALSE,TRUE,Commute,3,FALSE,9,Poor,Positive
hill,67,Male,Unemployed,2.06,cloudy,Saturday,morning,10.6,77,FALSE,TRUE,Leisure,3,TRUE,8,Poor,Neutral
hill,59,Other,Retired,2,cloudy,Monday,morning,10,31,FALSE,TRUE,Exercise,3,FALSE,3,Good,Negative
bmx,57,Male,Professional,4.49,rainy,Sunday,morning,26,66,FALSE,FALSE,Commute,4,TRUE,1,Fair,Neutral
normal,36,Other,Unemployed,3.09,rainy,Saturday,evening,13.2,44,FALSE,FALSE,Exercise,2,FALSE,8,Fair,Positive
normal,53,Male,Retired,2.16,rainy,Thursday,night,15.8,50,TRUE,TRUE,Errands,2,TRUE,1,Poor,Positive
normal,69,Male,Professional,1.52,rainy,Saturday,evening,26.4,48,FALSE,TRUE,Commute,2,FALSE,2,Fair,Positive
bmx,44,Female,Retired,3.06,cloudy,Wednesday,morning,28.1,77,FALSE,FALSE,Errands,1,TRUE,7,Poor,Positive
hill,50,Male,Student,3.92,sunny,Tuesday,afternoon,22.1,49,TRUE,FALSE,Errands,1,FALSE,4,Fair,Negative
bmx,39,Female,Unemployed,3.26,sunny,Wednesday,afternoon,24.9,77,TRUE,TRUE,Leisure,4,TRUE,9,Poor,Positive
hill,23,Other,Professional,4.48,sunny,Saturday,afternoon,29.1,51,TRUE,TRUE,Exercise,1,FALSE,6,Fair,Positive
normal,62,Female,Unemployed,4.06,rainy,Wednesday,evening,16.7,39,FALSE,TRUE,Exercise,4,FALSE,6,Fair,Neutral
normal,24,Male,Student,3.3,rainy,Wednesday,night,24.5,72,FALSE,FALSE,Commute,3,FALSE,5,Fair,Negative
bmx,67,Female,Unemployed,0.94,sunny,Friday,evening,22.3,56,TRUE,TRUE,Errands,2,TRUE,8,Poor,Negative
hill,45,Other,Unemployed,2.8,sunny,Friday,afternoon,22.3,75,FALSE,FALSE,Commute,1,TRUE,9,Fair,Negative
normal,56,Female,Professional,3.35,cloudy,Saturday,night,28.8,34,FALSE,TRUE,Commute,1,TRUE,6,Good,Neutral
hill,61,Male,Unemployed,3.18,rainy,Thursday,morning,29.8,76,TRUE,TRUE,Errands,2,FALSE,5,Fair,Positive
hill,55,Other,Retired,3.68,rainy,Sunday,morning,28.5,48,FALSE,TRUE,Commute,2,FALSE,7,Good,Positive
bmx,67,Other,Unemployed,1.9,rainy,Sunday,afternoon,26.6,87,FALSE,FALSE,Exercise,2,FALSE,6,Fair,Neutral
normal,38,Male,Student,1.17,rainy,Monday,evening,24.2,70,FALSE,TRUE,Exercise,3,FALSE,7,Good,Neutral
hill,30,Other,Unemployed,4.58,sunny,Sunday,night,13.2,41,FALSE,TRUE,Errands,1,TRUE,9,Poor,Neutral
normal,55,Male,Student,0.93,rainy,Sunday,night,20.8,66,TRUE,FALSE,Leisure,4,TRUE,4,Fair,Negative
normal,52,Male,Unemployed,2.5,cloudy,Sunday,night,12,55,FALSE,TRUE,Commute,2,TRUE,10,Poor,Neutral
bmx,24,Female,Student,3.11,cloudy,Saturday,morning,21.5,36,FALSE,TRUE,Leisure,1,FALSE,3,Good,Positive
normal,53,Female,Retired,3.05,rainy,Tuesday,afternoon,21.1,50,TRUE,FALSE,Leisure,2,FALSE,5,Fair,Positive
normal,22,Male,Professional,2.92,sunny,Friday,evening,10,78,FALSE,FALSE,Errands,3,FALSE,8,Fair,Positive
hill,61,Other,Retired,2.93,cloudy,Thursday,night,22.1,32,FALSE,TRUE,Leisure,3,FALSE,6,Poor,Neutral
normal,32,Other,Professional,4.73,cloudy,Tuesday,afternoon,19.9,52,TRUE,TRUE,Errands,3,FALSE,6,Poor,Positive
normal,18,Female,Professional,2.56,sunny,Saturday,night,21,64,TRUE,FALSE,Exercise,4,TRUE,1,Fair,Negative
bmx,40,Female,Retired,3.42,rainy,Saturday,morning,18.6,45,TRUE,FALSE,Commute,2,FALSE,7,Good,Neutral
normal,52,Male,Student,0.29,cloudy,Thursday,evening,11.7,86,FALSE,TRUE,Errands,2,TRUE,10,Poor,Negative
normal,27,Female,Professional,3.59,sunny,Saturday,afternoon,30.2,56,FALSE,FALSE,Commute,4,TRUE,5,Good,Negative
normal,50,Female,Professional,0.64,rainy,Sunday,afternoon,28.2,41,TRUE,FALSE,Exercise,5,TRUE,5,Fair,Negative
normal,60,Male,Retired,4.83,rainy,Friday,night,22.9,83,TRUE,FALSE,Leisure,1,TRUE,2,Good,Positive
hill,34,Female,Unemployed,2.45,cloudy,Tuesday,morning,23.9,52,TRUE,FALSE,Exercise,3,TRUE,3,Poor,Positive
hill,21,Male,Retired,1.3,rainy,Wednesday,night,18,43,FALSE,FALSE,Leisure,5,FALSE,8,Fair,Negative
bmx,58,Other,Unemployed,2.63,rainy,Tuesday,afternoon,12.4,75,TRUE,TRUE,Commute,2,TRUE,1,Good,Negative
hill,37,Other,Professional,0,rainy,Saturday,night,24.4,35,FALSE,TRUE,Errands,4,FALSE,8,Fair,Neutral
hill,26,Other,Unemployed,1.91,sunny,Sunday,afternoon,16.1,76,TRUE,FALSE,Commute,3,FALSE,3,Fair,Neutral
hill,58,Female,Unemployed,4.37,cloudy,Wednesday,night,34.1,53,FALSE,TRUE,Leisure,2,TRUE,4,Fair,Positive
bmx,67,Other,Unemployed,3.86,rainy,Wednesday,evening,26.6,40,TRUE,FALSE,Exercise,4,TRUE,7,Fair,Neutral
bmx,49,Male,Unemployed,2.59,cloudy,Monday,evening,26.5,40,FALSE,TRUE,Errands,4,FALSE,8,Good,Negative
normal,22,Male,Professional,1.1,rainy,Monday,evening,32.5,90,TRUE,FALSE,Errands,4,TRUE,5,Fair,Negative
hill,45,Female,Unemployed,4.28,rainy,Thursday,night,11.8,34,FALSE,TRUE,Errands,3,TRUE,6,Fair,Neutral
hill,66,Female,Professional,0.94,cloudy,Thursday,afternoon,30.3,46,TRUE,FALSE,Leisure,5,TRUE,7,Poor,Negative
normal,60,Other,Student,1.17,cloudy,Monday,night,19.3,90,FALSE,FALSE,Leisure,2,FALSE,7,Fair,Negative
bmx,53,Other,Unemployed,0.6,cloudy,Monday,morning,29.2,50,TRUE,TRUE,Errands,4,TRUE,1,Fair,Positive
hill,38,Female,Unemployed,0.57,rainy,Sunday,night,26.4,53,TRUE,TRUE,Commute,4,FALSE,8,Good,Neutral
normal,68,Other,Unemployed,0.85,rainy,Monday,afternoon,22.6,40,TRUE,FALSE,Commute,2,FALSE,9,Good,Negative
hill,66,Male,Retired,2.59,cloudy,Wednesday,night,28.5,78,TRUE,TRUE,Exercise,3,FALSE,1,Poor,Neutral
normal,47,Male,Unemployed,0.24,sunny,Friday,afternoon,33.1,42,FALSE,FALSE,Leisure,5,TRUE,9,Poor,Neutral
hill,54,Female,Student,3.65,sunny,Monday,morning,17.8,75,FALSE,TRUE,Exercise,3,TRUE,5,Good,Negative
bmx,69,Other,Professional,1.03,rainy,Wednesday,morning,18.3,79,TRUE,FALSE,Leisure,3,TRUE,4,Good,Negative
bmx,25,Male,Unemployed,0.24,cloudy,Monday,afternoon,26.6,46,FALSE,FALSE,Leisure,3,TRUE,2,Fair,Negative
bmx,51,Male,Professional,2.71,rainy,Thursday,night,31,46,TRUE,TRUE,Exercise,1,TRUE,6,Good,Neutral
bmx,39,Male,Professional,3.3,cloudy,Thursday,afternoon,10.6,33,TRUE,TRUE,Leisure,1,FALSE,5,Poor,Neutral
bmx,41,Female,Unemployed,3.67,cloudy,Tuesday,night,18.7,45,TRUE,TRUE,Errands,2,TRUE,8,Poor,Positive
normal,19,Female,Student,1.01,cloudy,Monday,morning,32.5,45,FALSE,TRUE,Exercise,5,FALSE,2,Poor,Positive
normal,26,Other,Student,2.73,rainy,Friday,morning,16.1,54,FALSE,FALSE,Leisure,2,FALSE,9,Poor,Negative
bmx,69,Female,Unemployed,3.25,cloudy,Saturday,evening,25.6,33,TRUE,TRUE,Leisure,5,TRUE,4,Poor,Positive
normal,25,Female,Unemployed,2.77,cloudy,Sunday,afternoon,12.5,31,FALSE,TRUE,Leisure,5,FALSE,7,Poor,Negative
normal,52,Male,Student,3.49,rainy,Tuesday,morning,25.5,50,TRUE,FALSE,Errands,2,TRUE,8,Fair,Negative
bmx,54,Female,Student,1.49,sunny,Friday,evening,17.5,57,FALSE,FALSE,Commute,5,TRUE,8,Fair,Negative
bmx,39,Female,Retired,2.68,sunny,Wednesday,morning,22.6,57,FALSE,FALSE,Exercise,5,TRUE,3,Fair,Negative
hill,38,Other,Unemployed,3.4,sunny,Thursday,morning,12.8,65,TRUE,TRUE,Exercise,2,TRUE,2,Poor,Positive
bmx,50,Other,Unemployed,2.84,cloudy,Saturday,afternoon,28.8,50,TRUE,FALSE,Exercise,3,TRUE,9,Good,Neutral
hill,24,Male,Retired,4.23,cloudy,Friday,night,13.8,83,FALSE,TRUE,Leisure,1,TRUE,7,Fair,Neutral
normal,50,Female,Retired,4.38,rainy,Wednesday,afternoon,18.1,72,FALSE,TRUE,Exercise,3,FALSE,7,Good,Neutral
bmx,70,Female,Retired,3.33,sunny,Monday,afternoon,30.3,73,FALSE,FALSE,Commute,4,TRUE,2,Good,Positive
normal,43,Other,Student,4.16,rainy,Tuesday,afternoon,12,69,TRUE,FALSE,Exercise,4,FALSE,8,Good,Positive
hill,54,Male,Student,3.21,cloudy,Saturday,afternoon,10.4,42,TRUE,TRUE,Exercise,2,TRUE,9,Poor,Negative
bmx,32,Other,Professional,4.84,cloudy,Monday,night,23.5,90,TRUE,TRUE,Commute,4,FALSE,2,Good,Negative
bmx,69,Other,Retired,0.46,rainy,Saturday,morning,17.3,87,TRUE,TRUE,Exercise,2,TRUE,7,Fair,Neutral
normal,51,Male,Retired,1.35,sunny,Wednesday,morning,29.7,58,FALSE,FALSE,Commute,5,TRUE,1,Good,Negative
normal,39,Male,Unemployed,0.28,rainy,Sunday,morning,16.2,43,FALSE,FALSE,Exercise,1,FALSE,3,Fair,Negative
bmx,43,Other,Professional,2.84,rainy,Monday,afternoon,28.9,84,TRUE,FALSE,Commute,2,FALSE,8,Fair,Negative
hill,38,Other,Unemployed,2.14,rainy,Saturday,afternoon,12.8,50,FALSE,TRUE,Leisure,2,FALSE,3,Good,Neutral
normal,64,Female,Student,2.05,sunny,Thursday,afternoon,30.1,52,FALSE,FALSE,Commute,4,TRUE,5,Good,Neutral
normal,30,Male,Professional,0.05,cloudy,Wednesday,afternoon,22.8,36,TRUE,TRUE,Commute,2,TRUE,9,Fair,Negative
bmx,47,Other,Student,4.86,cloudy,Tuesday,night,31,58,FALSE,TRUE,Leisure,5,TRUE,4,Good,Neutral
normal,31,Other,Student,4.01,rainy,Friday,evening,12.7,83,TRUE,TRUE,Errands,1,FALSE,3,Good,Negative
normal,62,Female,Unemployed,3.48,cloudy,Wednesday,morning,24.7,31,TRUE,TRUE,Errands,5,FALSE,6,Poor,Neutral
hill,69,Other,Retired,0.2,sunny,Wednesday,evening,23.7,52,FALSE,FALSE,Leisure,1,FALSE,2,Good,Neutral
hill,36,Male,Student,3.52,sunny,Sunday,morning,14.2,35,TRUE,TRUE,Errands,2,FALSE,5,Poor,Negative
normal,68,Other,Professional,2.94,sunny,Wednesday,night,27.4,83,TRUE,TRUE,Commute,1,TRUE,9,Good,Positive
normal,65,Male,Student,0.71,sunny,Wednesday,evening,26.2,53,TRUE,TRUE,Leisure,4,TRUE,9,Fair,Positive
bmx,54,Male,Professional,4.11,sunny,Wednesday,evening,32.3,50,FALSE,FALSE,Errands,2,TRUE,3,Poor,Positive
normal,30,Male,Professional,3.86,rainy,Thursday,evening,21.1,35,FALSE,FALSE,Leisure,5,FALSE,2,Good,Neutral
hill,26,Female,Unemployed,4.5,cloudy,Wednesday,afternoon,23.2,75,TRUE,FALSE,Exercise,1,FALSE,3,Fair,Negative
hill,43,Other,Retired,2.2,rainy,Friday,evening,12.2,30,FALSE,FALSE,Exercise,2,TRUE,3,Good,Negative
hill,67,Male,Unemployed,3.84,cloudy,Saturday,night,14.5,63,FALSE,TRUE,Exercise,5,TRUE,9,Good,Neutral
hill,57,Female,Professional,1.54,cloudy,Saturday,night,29,42,FALSE,FALSE,Leisure,5,FALSE,1,Good,Positive
normal,55,Other,Student,4.19,cloudy,Tuesday,morning,23.3,87,FALSE,FALSE,Leisure,5,FALSE,10,Fair,Negative
hill,26,Female,Professional,3.59,sunny,Thursday,night,33.6,33,FALSE,TRUE,Commute,5,FALSE,5,Poor,Neutral
bmx,66,Other,Professional,0.99,sunny,Thursday,night,17.9,84,FALSE,FALSE,Leisure,1,FALSE,1,Good,Negative
hill,70,Other,Professional,3.43,rainy,Sunday,evening,33.9,79,TRUE,TRUE,Errands,2,FALSE,7,Poor,Negative
hill,33,Male,Student,3.75,cloudy,Thursday,afternoon,33.4,87,FALSE,FALSE,Exercise,5,FALSE,4,Good,Positive
hill,60,Male,Retired,0.2,sunny,Friday,afternoon,20.7,70,TRUE,FALSE,Leisure,1,TRUE,7,Fair,Positive
hill,18,Female,Professional,3.4,sunny,Monday,night,24,54,FALSE,TRUE,Leisure,3,FALSE,1,Fair,Positive
hill,44,Female,Unemployed,2.85,sunny,Wednesday,night,17.4,64,FALSE,FALSE,Errands,3,FALSE,4,Good,Positive
hill,24,Female,Unemployed,2,cloudy,Monday,evening,33.9,50,FALSE,FALSE,Errands,1,FALSE,6,Good,Negative
hill,49,Male,Professional,0.66,rainy,Thursday,evening,24.7,88,FALSE,FALSE,Errands,3,FALSE,2,Fair,Positive
hill,18,Other,Retired,2.1,sunny,Thursday,evening,34.8,38,TRUE,FALSE,Errands,3,FALSE,2,Poor,Neutral
bmx,65,Other,Student,3.1,rainy,Monday,afternoon,20.1,62,FALSE,FALSE,Exercise,5,TRUE,5,Good,Neutral
bmx,23,Male,Professional,2.59,rainy,Thursday,night,31,58,FALSE,TRUE,Exercise,2,TRUE,6,Poor,Positive
bmx,59,Male,Student,0.86,rainy,Thursday,morning,30.3,45,TRUE,FALSE,Leisure,2,TRUE,3,Fair,Negative
bmx,69,Other,Professional,0.26,cloudy,Thursday,afternoon,31.9,50,FALSE,TRUE,Commute,5,TRUE,1,Fair,Positive
bmx,64,Male,Unemployed,1.18,rainy,Thursday,evening,24.6,82,TRUE,FALSE,Commute,3,FALSE,9,Poor,Positive
hill,44,Other,Unemployed,1.69,cloudy,Wednesday,morning,10,45,FALSE,TRUE,Commute,2,FALSE,1,Good,Neutral
normal,60,Male,Student,1.63,sunny,Tuesday,afternoon,13.4,83,TRUE,TRUE,Leisure,5,TRUE,5,Good,Negative
bmx,61,Female,Retired,1.19,cloudy,Saturday,afternoon,23.4,52,TRUE,FALSE,Errands,1,FALSE,8,Good,Positive
bmx,49,Male,Retired,2.01,sunny,Tuesday,night,32.2,35,FALSE,TRUE,Leisure,3,FALSE,3,Good,Neutral
